TITLE,NEIGHBORHOOD,SQUARE_METERS,NUM_OF_ROOMS,ADDRESS,DISTRICT,RENT_PRICE,RENT_PRICE_BY_SQ_METER,RENT_BY_ROOM,ENERGY_CERTIFICATE,uuid,uuid2,uuid3,uuid4
"Piso en venta en calle Ganados del Salobral , 12",BUTARQUE,118,3,Calle Ganados del Salobral 12,BARAJAS,977,8,325,,98190b18-77be-4d69-bbcb-04db02aaf3b0,faeaaf79-09f4-4551-b407-3678705cf1c1,24c0ab89-9fa2-448a-9964-0a57ad3c308e,5e71e3df-c384-4dad-afd3-84365e8c93b0
"Piso en venta en calle Ganados del Salobral , 12",BUTARQUE,115,3,Calle Ganados del Salobral 12,BARAJAS,1046,9,348,,52ea7253-dcb3-4ede-a994-ca36a79f71b3,788433b0-13b2-4565-b18d-1fd89a087eb1,44b22dba-679a-4fb9-bad5-a6e4b8014882,9e004568-73d7-44f7-9ee9-6560be988a15
Piso en venta en calle Parvillas Altas s/n,SAN ANDRES,97,4,,BARAJAS,666,6,166,E,d480c092-2eb0-4ff9-80cc-67577c2f132e,4e46ddac-e4ce-43a3-80ff-4a3da0a076d3,cea4efae-2c55-4151-97a3-9a19cba9e16d,fb926cf9-6c34-4fa3-ae4c-82bffca7d27a
"Piso en venta en calle Arroyo de la Bulera, 31",BUTARQUE,106,3,Calle Arroyo de la Bulera 31,BARAJAS,1071,10,357,,2502a1c0-fd26-44c8-9116-d5e480a44bf6,05eca5f6-fb01-4a61-983f-981204ae1fd0,6b5d55e6-a594-466e-8b04-9b82ea8c664b,3275fd0c-48c7-44b3-a7a8-733f371820d9
"Piso en venta en calle Arroyo de la Bulera, 31",BUTARQUE,103,3,Calle Arroyo de la Bulera 31,BARAJAS,1025,9,341,,4bb8f5be-3a4c-4eb9-aa03-f2457f0dec60,4c002660-c3cc-4c42-ba57-45c08c76f266,d75ad75b-ccda-434f-83f7-f623c3205bba,2ab7113d-5aba-4e9d-a9dd-b5eefb9986ce
"Piso en venta en calle Arroyo de la Bulera, 31",BUTARQUE,103,3,Calle Arroyo de la Bulera 31,BARAJAS,1024,9,341,,d04361da-7826-41f9-a16d-8e6c151c8a0f,cf4b7111-3fb8-4dbb-87c0-e5946d09d196,51033bf4-d9e2-4d0c-a997-29064c0cac91,dcc326c3-42bb-4d10-85a9-dae37651f845
"Piso en venta en calle Arroyo de la Bulera, 31",BUTARQUE,103,3,Calle Arroyo de la Bulera 31,BARAJAS,1027,9,342,,8cae1e14-706c-4859-9e22-6caa59563a19,dad16d8f-a04f-40c6-ab34-a462c86fd887,000373db-0cff-461f-ab8b-fd6cae02d7fa,1f4e93d5-6e9c-45c8-b3be-5ce947dbef67
"Piso en venta en calle Arroyo de la Bulera, 31",BUTARQUE,114,3,Calle Arroyo de la Bulera 31,BARAJAS,1080,9,360,,88bd549b-0508-4dad-befe-b19ae7d8f3bd,5b1ef7bc-885c-4cf0-b76b-b04706107d2f,90529da7-cacc-44c4-a9cf-bd6c3a8c971c,13033e99-9637-466a-8c55-c10c46e49fd8
"Chalet adosado en venta en calle Emilia Ballester, Madrid, 15",SAN ANDRES,150,2,Calle Emilia Ballester 15,BARAJAS,777,5,388,F,1aa2a2cf-b8b1-446d-9cce-07fd6d5a9f16,b6ccce95-7b26-49b5-a794-9ae1c70a8c7a,f84bfcfd-590c-47ee-942b-7bbad2a27040,5a36a4bc-2a8c-4a76-ac2f-f3e3d2bfa9dc
"Dúplex en venta en calle Estefanita, 6",BUTARQUE,140,3,Calle Estefanita 6,BARAJAS,1128,8,376,D,023cf5e4-d292-4f38-960e-c9f35d285e0b,209eed52-5c20-4aa6-8b8a-a78430ae6305,a112df6c-0cd6-462b-84cd-937d92f509a4,61f1c5f4-3e60-46b6-8992-8270f21ab171
Piso en venta en calle del Estroncio,LOS ROSALES,58,3,Calle del Estroncio,BARAJAS,471,8,157,E,c9eb10a1-351a-4001-a65a-f5d570796acf,426d5da8-5eb2-4806-9caa-b3ddc11ad892,fb3f5f91-b75a-49d0-a4f6-7e4afd5b2c7b,1f65fbb1-6ff3-4612-9f35-9c8f267c3b66
Piso en venta en calle Moncada,SAN CRISTOBAL,65,3,Calle Moncada,BARAJAS,512,7,170,,88e66966-f65c-49a6-a1e8-e7d98073e394,edb54b59-29b8-45fb-bf2a-eff0ee583eb9,0d5ca5c2-7f62-4d26-8217-2e662218ec72,4f5e4b19-c4f6-4a36-9068-30311efc2b87
Piso en venta en calle de Martinez Oviol,LOS ROSALES,110,4,Calle de Martinez Oviol,BARAJAS,833,7,208,E,bbf4e42c-5f3c-4e63-a8a8-2ad63f04b661,e2c3348b-e625-4ac7-880a-19b659097906,fcfa33f4-49e4-45bc-923e-bc1ac63d9752,a5ed16e7-c0dc-46d7-92a3-28ec0826d3be
Piso en venta en Butarque,VILLAVERDE,173,4,,BARAJAS,1116,6,279,,e7f6b51a-da0f-49e4-a1a0-a92885a537f1,4b4214e8-fd52-47f3-996d-bc8402cfe3d1,05bd55d3-7045-4665-88cd-40fb9a616309,d5130975-5bec-45c4-ab6e-74a55985f5de
Ático en venta en San Andrés,VILLAVERDE,75,2,,BARAJAS,766,10,383,,96e09b69-d48c-4720-8917-b22595d133a2,dc253a96-9152-4d86-aad1-7af90f321d2b,11f3a074-d5d9-4d4c-ba8d-4c509523ca6c,02083773-208a-4731-8709-e58983450a55
"Ático en venta en calle Ganados del Salobral , 12",BUTARQUE,90,1,Calle Ganados del Salobral 12,BARAJAS,861,9,861,,283c324b-bae9-4e59-9c32-9cf5c7db4836,8af2a7e1-10e5-43a8-b607-bc22eba9a8b1,81a9df2c-2f89-466f-86fa-79ca95f6f349,deb03a43-21f0-42c2-9e05-fb3846815709
"Piso en venta en calle de la Generosidad, 16",LOS ROSALES,125,3,Calle de la Generosidad 16,BARAJAS,948,7,316,B,13916c33-2ffd-437d-b486-3ca07fd7d0de,7e47b628-4076-4302-8529-f6d753a2d5d0,073503de-a9b9-4ffa-a76f-f457782d4865,ea95baff-cd01-43d1-b596-2a7a335aa5aa
Piso en venta en calle de Tordegrillos,SAN ANDRES,58,2,Calle de Tordegrillos,BARAJAS,471,8,235,,e007b8ab-a16e-4909-8f8c-32ed3b2d1d98,9dce5609-af07-4416-8566-2a3d3c4eceda,e5015fc9-d399-4543-8a7c-31df0a53197b,155befeb-2add-4975-a983-9ae7f8c525c2
Piso en venta en avenida de la Verbena de la Paloma,LOS ANGELES,92,3,Avenida de la Verbena de la Paloma,BARAJAS,780,8,260,,83cf0015-61df-4c58-8a1a-13bf2a0e2783,9b2b5ac5-b2f1-43f3-9ad3-d984a6d4e3d9,dab38b0e-c653-45bc-9dd2-4120dc223841,41cc3ae4-4177-4648-86a2-52b513908d19
"Piso en venta en paseo Alberto Palacios, 35",SAN ANDRES,70,2,Paseo Alberto Palacios 35,BARAJAS,613,8,306,,436cec29-11b1-4041-9ca0-d997352faae7,c393dcf8-4012-49e0-876e-933c21c8270a,97d1ba1c-2eae-457e-974c-429d57e784e0,6e65df7b-3677-46e3-8b85-68fa414b790b
"Piso en venta en calle Doctor Pérez Domínguez, 2",SAN ANDRES,54,2,Calle Doctor Pérez Domínguez 2,BARAJAS,583,10,291,E,bf8d56f5-edbe-482a-a389-576ddd5ca75f,d4435daa-2bc3-4eba-ac15-9e430f22ea9d,8d0c6933-6b5a-4846-8043-35c0799d8cbf,cdc218e7-2068-4e1c-9a24-382cefd1a718
Piso en venta en Los Rosales,VILLAVERDE,52,2,,BARAJAS,539,10,269,E,54634a62-a2b3-4147-ac60-e25589adee2c,be6103dc-62d0-427f-abdb-7969848e9297,1562ac6f-5fcc-4a0e-99bc-7b513a917360,0c40971a-fd94-478f-9786-3bb9d71d9e74
Piso en venta en calle de los Cacereños,SAN ANDRES,108,3,Calle de los Cacereños,BARAJAS,705,6,235,,28b007b2-375b-4703-83f1-ce86314cfc6d,46c7f5fe-34a6-4846-8122-fc38f846660f,a1a31096-ffe7-4a8e-9020-42e0774f14ba,97d36477-a156-4e9f-80f7-8b8b76103dfc
Piso en venta en calle de Campos Ibáñez,LOS ROSALES,65,2,Calle de Campos Ibáñez,BARAJAS,568,8,284,,cfce10f8-282b-43a5-85d7-20ac136f3224,11972f49-967d-4fe6-93f4-ed535e095ec6,98a99df1-d641-42af-b7ee-a534f98f733b,29180a0e-2c03-4d5a-8667-4c961c6fdf55
Piso en venta en calle DIAMANTE,LOS ROSALES,102,3,Calle DIAMANTE,BARAJAS,656,6,218,,424439a4-807c-4127-9bda-90ec4877adc5,9fd8a14c-24e8-4222-8bde-8c48e056e214,199eacec-b37d-42f3-a1dc-976098bb1b4c,59d4537e-d28a-48f6-a8b9-4d3cd560c03c
Piso en venta en calle Transversal Sexta,SAN ANDRES,80,2,Calle Transversal Sexta,BARAJAS,736,9,368,,7c8ec1ed-1e5e-411b-9c09-8dc64e6781ce,c2fc37df-e3c3-4f62-a489-e0b6010ebdb9,a35a0cf3-c228-4455-9cd2-88b5203a0b42,9005073d-9587-4f53-9419-873da6564cd0
Dúplex en venta en calle Canchal,BUTARQUE,108,2,Calle Canchal,BARAJAS,933,8,466,E,78aefcc0-a522-4abe-861a-9b06cfaec4be,a9c212f9-cc6d-4305-a5e6-c2e33b65d2f8,9453cbe2-3c0a-4442-8f35-e7c8c9004103,40172f0a-cf8a-4b0e-b0e6-372dcff8381b
Piso en venta en calle Diamante,LOS ROSALES,80,3,Calle Diamante,BARAJAS,979,12,326,E,b777ea94-82e7-4db1-8938-81ff2a9f5c78,00965195-4a2c-465c-bbd6-00d2b3d452e9,6184d15f-3b5f-44ed-bbfd-30c7d2d155be,eefb00fc-d92b-4958-a3d9-cc1d1c5f3a1f
Piso en venta en calle Platino,LOS ROSALES,16,3,Calle Platino,BARAJAS,600,37,200,E,acfefc2a-70a2-45cc-85af-ef27f976f163,d51626af-a9c3-4ee1-a341-55eb0eda1dc0,78630009-e6fe-4a03-8ef7-925396e506d2,cb947ee0-5d1b-4633-9a4e-a25618add864
Piso en venta en calle Gómez Acebo,SAN ANDRES,54,2,Calle Gómez Acebo,BARAJAS,493,9,246,G,19082376-4032-44a8-9006-3f1e7351f79c,51c140d1-19c9-4613-9464-55c356fa129f,0be8ab13-84f0-4956-aa1a-eb8f5864bf55,dd740bfc-b2be-4156-bf6d-9146a8a031d0
Piso en venta en calle Pilar Lorengar,LOS ROSALES,70,2,Calle Pilar Lorengar,BARAJAS,948,13,474,E,1d89f0d4-475e-4649-aa9b-24e0659e56dd,4efa332e-7942-42fe-94b0-b9c0d2bf8640,9026e6d8-cfdc-402a-b139-148caa56dd07,a6e45e8d-fa7e-427c-a086-ea8be141cdd6
Piso en venta en calle Salsipuedes,SAN ANDRES,99,2,Calle Salsipuedes,BARAJAS,725,7,362,E,a1343d3b-b045-49fd-a193-4f47d328142c,186460ca-3de0-40dd-9126-f3724941b654,eb5e8342-b47a-4e3b-a8b2-03f4b19ded74,87632f19-d201-4c7d-b54f-1228631411b4
Piso en venta en avenida de la Felicidad,LOS ROSALES,123,4,Avenida de la Felicidad,BARAJAS,1135,9,283,,a898fe76-2339-4dc0-8820-bf4bf6c5fc35,c338b60f-96c3-49bc-affd-944a808dc4f0,ab19f95a-f634-4dec-a917-41b2d62c66c7,ad2f1e40-7c8b-4c15-a4de-3237a2f84dd4
Piso en venta en calle Escoriaza,LOS ANGELES,64,3,Calle Escoriaza,BARAJAS,557,8,185,,d309875d-8836-46e7-87ec-ae66fb5d3d54,57b7decf-8f88-4433-afb1-5aea32fa59da,d95565fe-54da-4056-aab1-b0fdd8b99a04,2f60e9ec-ad48-4ce6-b2af-53c4ab081d45
"Piso en venta en calle Camas, 2",BUTARQUE,107,3,Calle Camas 2,BARAJAS,1005,9,335,,648f3472-c3fa-4d86-bc47-7247e8811da8,24e1dd4d-41c4-4c96-acab-fd0710b66f88,fc108e40-94c2-4db7-9483-0d3cbc70bb81,b3e6b5e8-cf2b-4e77-b666-2a2ddc81a71c
"Piso en venta en calle Camas, 2",BUTARQUE,76,2,Calle Camas 2,BARAJAS,813,10,406,,d2c75ada-4906-475c-bbbc-c25f690ab62c,1dc4ef7b-f380-4f78-847c-b3ecc92f4aa1,8a807aa4-5713-461f-a6c6-6233b54386b8,8eb6a756-3917-4cc6-9c82-482c5fa9f2f0
"Piso en venta en calle Camas, 2",BUTARQUE,109,3,Calle Camas 2,BARAJAS,988,9,329,,e14dec86-e507-488a-a751-0ac56fa029ee,c481d546-ac9a-4f40-9c81-cc28f074822d,93483364-0924-42e2-83df-fc727ab9b75a,750e4bc0-ebe9-438b-80cb-e23f28acd674
"Piso en venta en calle Camas, 2",BUTARQUE,108,3,Calle Camas 2,BARAJAS,979,9,326,,52abf52d-6628-46af-8577-fff9e01803f2,f520c5a3-60b1-4a9c-9c64-5f29fd04016d,f2dd1de3-8cbe-4c8f-9df4-f2835ec5cdcf,346243ec-76ed-4d24-a190-aec8771da68f
"Piso en venta en calle Arroyo de la Bulera, 31",BUTARQUE,103,3,Calle Arroyo de la Bulera 31,BARAJAS,1026,9,342,,958b9337-841c-4e3f-9af8-b73650ba0141,437b0162-04a4-46f7-bb79-b0759b51f1f7,ef9e17fc-1edf-496f-b4ec-befb47548f82,f51d71b5-ed02-4afe-9563-d4682b80b671
"Piso en venta en calle de las Viñas del Rio, 16",BUTARQUE,103,3,Calle de las Viñas del Rio 16,BARAJAS,1052,10,350,,e2e1b40e-5e3e-4385-9ea0-2c714d9cca3c,2c7560b7-cc3d-4657-9b97-36dc4ab37c1e,1c742670-ab49-4b2e-83ad-6eb0924a4356,0af66d9a-354b-4276-b359-1680daa198c9
"Piso en venta en calle de las Viñas del Rio, 16",BUTARQUE,143,3,Calle de las Viñas del Rio 16,BARAJAS,1094,7,364,,abc4b268-09a9-4beb-929d-f52d62fb3c6c,77c88fae-deb6-4cf5-a39d-fb4ed4c6fda2,43eb393f-9d45-400c-9d8c-7d4fef4a5a0e,a96e92e5-489e-48f4-9764-480444493e8d
"Piso en venta en calle de las Viñas del Rio, 16",BUTARQUE,99,3,Calle de las Viñas del Rio 16,BARAJAS,1024,10,341,,fabbe8a5-8ced-4fda-872b-aa6956061407,75ed0f87-bf9f-4bb3-938a-db9cd4b665e2,3fd4c452-65bd-4a72-9ca0-a93ace16ee8a,691e4087-b646-4865-932b-9902ccd4b37c
"Piso en venta en calle de las Viñas del Rio, 16",BUTARQUE,100,3,Calle de las Viñas del Rio 16,BARAJAS,1024,10,341,,1d691a3c-c16b-4441-86b5-f23e990fce75,61af1267-46a4-43fd-973f-45dec6fa6de8,b4bebe9d-ff2c-4e4d-9cae-ec5ecd1cf524,6c2169a0-333d-4463-b14a-e0087d5b9397
"Piso en venta en calle de las Viñas del Rio, 16",BUTARQUE,176,2,Calle de las Viñas del Rio 16,BARAJAS,1108,6,554,,20b654c4-c77c-4a55-ba72-1d69389cff9b,490b502b-a58c-4c2e-9885-c1eb63847e06,abb78994-8b98-4a6b-8cf9-ac00b54ac0ab,abaa6b36-6c49-4205-88fd-8b3e786d2970
"Piso en venta en calle de las Viñas del Rio, 16",BUTARQUE,87,2,Calle de las Viñas del Rio 16,BARAJAS,884,10,442,,ba8c32f2-2109-4fd4-9fe3-49f74dae696a,56812482-00fb-4753-91d2-23aa8220de2b,77ab5d5f-016f-4015-acb3-ca19ad27e9f8,6f64f073-63d5-4e2a-9833-5d1a10e4299c
"Piso en venta en calle Arroyo de la Bulera, 31",BUTARQUE,106,3,Calle Arroyo de la Bulera 31,BARAJAS,1084,10,361,,fe58c299-5b31-4833-8111-cc95c1bd0980,d0e02c49-6499-4229-a9ba-628e17a2f8ff,710c66fd-65b3-4ba9-9eb4-8812043c9227,bc5a6396-70ed-4d43-8584-b216ed4737b8
"Piso en venta en calle Arroyo de la Bulera, 31",BUTARQUE,113,3,Calle Arroyo de la Bulera 31,BARAJAS,1100,9,366,,3da05f67-2072-4e9f-8a0a-23cdcb6a66bc,6243f12a-342e-44be-a7fe-4cd86e7dfdde,cc83bdd9-26e2-4eb2-8bc9-09500d42fe52,1738ca31-287a-4016-b0d1-22c039df11f8
"Piso en venta en calle Arroyo de la Bulera, 31",BUTARQUE,115,3,Calle Arroyo de la Bulera 31,BARAJAS,1131,9,377,,f7cd3469-a461-4afe-a204-0f0c78dc3f5e,36f705e3-e611-4611-bb55-e6e3820eefe0,713723ea-ae1b-4b0a-9e4b-6ac85fa8e80e,ec10d821-dc62-4545-a770-0cf19aa92525
"Piso en venta en calle Arroyo de la Bulera, 31",BUTARQUE,129,3,Calle Arroyo de la Bulera 31,BARAJAS,1194,9,398,,32f069ce-0500-4636-9e54-589f7efa5638,92b1a34b-5f32-495c-ad0b-d1874c5f1817,1a3e8114-5f88-4136-a92d-b7fffa9e9714,ae786282-a164-4da8-ad94-308ff27b6caf
"Piso en venta en calle Arroyo de la Bulera, 31",BUTARQUE,115,3,Calle Arroyo de la Bulera 31,BARAJAS,1148,9,382,,c51e2e8c-dfb3-4d70-b8ec-08e7fb8fba13,72a68106-d1b8-405f-8105-32ec90b2ce7c,7a32b02f-f498-4ada-8411-647af6dcee5f,0475daf9-967a-405e-8235-f490e3eedec4
Piso en venta en San Andrés,VILLAVERDE,110,2,,BARAJAS,686,6,343,,641ca4fb-3811-49f3-abe9-859099345eb1,96cd420c-e229-4cdb-aeb7-081b5955adcb,e6a8f110-c6fd-49e1-baf7-fcf1513993dd,0b93d175-91fd-4de7-bf66-f07fd1e708ff
"Piso en venta en calle Anoeta, 59",LOS ANGELES,90,3,Calle Anoeta 59,BARAJAS,901,10,300,,0b978228-05ef-4c18-8060-30e24cbc3814,e3a8921e-6857-4402-a04e-61f7151f62f3,f2ecd910-b9f7-4436-ae4e-9e4deb2beed4,58fdfb76-f9f9-4d3f-8173-50e739c985bb
Piso en venta en calle de Sáhara,LOS ROSALES,60,2,Calle de Sáhara,BARAJAS,654,10,327,G,d8f2079b-65b3-4db9-aabf-8b0a52e0c3d0,a1af681b-59c9-4f50-8b00-6c4b06960328,ccd7a027-90c2-457f-8eb0-eb43776df9d3,7beb2fbd-5456-484f-b9b9-a42229c19b8e
"Piso en venta en calle Alcocer, 39",LOS ANGELES,54,2,Calle Alcocer 39,BARAJAS,691,12,345,E,8021c5a9-2b2e-4075-94d5-55bd54f2e1e2,a792bdf9-8199-4e11-ba90-fcb4fb357e10,f8d473ca-f426-4c1c-bfde-a8f922d044d8,ea3933e1-47a9-427c-a79e-c6bbcf66d9fe
Piso en venta en calle Nuestra Señora de Begoña s/n,SAN ANDRES,80,3,,BARAJAS,725,9,241,,c8193883-0a83-4b76-89a4-f1976928cd9d,d0bb5cc2-3c86-4792-bf6b-c085b133e12e,9715d8a1-0b9d-488e-9d68-4898bff1d1da,4bcc5a52-433f-4f4b-9010-ae31cec49854
Piso en venta en calle de Tordegrillos,SAN ANDRES,73,2,Calle de Tordegrillos,BARAJAS,656,8,328,G,ac06ff2c-8289-43ee-8f96-08df84e8e549,47f7309c-1be8-4889-98d2-65945d357936,8c803a11-ac67-4a63-87e6-f09e842dbc6d,7bd0ea8d-1a15-4b07-9972-ba911aa14f94
Piso en venta en calle Transversal Sexta,SAN ANDRES,122,3,Calle Transversal Sexta,BARAJAS,847,6,282,,61ad7fe6-78e4-4147-8051-bce1804a6c91,7202afbb-5d77-4d08-85ad-6930dee48a7a,3b48c216-78fb-4a30-9717-508a163f0616,0c535f8c-c968-426f-96cb-01421ab1d83f
Piso en venta en Villaverde a Perales,BUTARQUE,98,3,Villaverde a Perales,BARAJAS,1111,11,370,,1d450de7-bd49-46f4-8268-7e744a840c7b,46f3ae7e-a9fa-42ee-b3be-18ec9d031fc9,fe47cdcc-3933-4d9d-bcfb-6acc36988ad6,09c6780f-4b1f-4ab4-923d-02d190bb848f
Piso en venta en villaverde a perales,BUTARQUE,97,3,villaverde a perales,BARAJAS,1100,11,366,,c1e4ecfa-bcf3-40ea-afc7-77d3c12a1226,dae14aff-f50f-48b6-bd31-87d1844ec7a0,40f8489c-b2e7-448e-9ec7-fc368839fb7a,c6347f93-cdf5-4f0a-aa6a-fe01502f3145
Ático en venta en villaverde a perales,BUTARQUE,111,3,villaverde a perales,BARAJAS,1194,10,398,,ec6bced1-f835-4463-8130-5f7703dc30d7,4fd03437-f57a-4048-9bc3-284108584109,5c284a28-6163-4fe4-8ce8-77a393c1aeb4,990924d0-eca5-4220-b053-3e11436d3d42
Piso en venta en villaverde a perales,BUTARQUE,99,3,villaverde a perales,BARAJAS,1071,10,357,,d2e562ca-c5cd-4c2c-b859-7f4f2577d6f8,b552a384-1c59-4bff-b444-5522e6333560,2db09dae-9047-4ff3-be6e-081d2538b63e,40b722fd-d2c1-497c-a186-2ee4adf115c0
Piso en venta en Los Rosales,VILLAVERDE,77,3,,BARAJAS,598,7,199,,2cc302de-2923-4a73-ace6-70e891fa68ce,62939868-4c4e-4502-89d7-b0b6611f7ed5,79728325-8165-46be-9c64-f36ff6703780,eb3f644e-c2df-4ff4-a375-5985c0317762
"Piso en venta en paseo de Alberto Palacios, Madrid, 86",SAN ANDRES,85,3,Paseo de Alberto Palacios 86,BARAJAS,698,8,232,,2599aab2-a49f-413e-84cc-d4e0fdcf5a2e,71785a21-3676-493d-ac8e-d8ff940fff00,b1a4a914-26d0-417b-a144-980a9cf9abba,4382daaa-f853-4499-b871-7b0113cb8efd
"Piso en venta en calle Limonita, 5",BUTARQUE,90,3,Calle Limonita 5,BARAJAS,994,11,331,,e10e4c05-1582-4faf-878a-36ef8244079b,8d084d41-4b2a-4bd0-96be-1af1ab9a0c52,bdb50821-3934-4b9a-aa1a-ca84473eea68,2e8482cf-b6b0-4d0d-bc0a-23151cb5011d
"Piso en venta en calle Flora Tristán, 1",LOS ROSALES,133,2,Calle Flora Tristán 1,BARAJAS,1105,8,552,C,4702fa22-ef38-4c24-b091-27674ba70f9f,43d30079-e917-4396-99c6-0b6243076fb8,fc178661-97ac-4a55-a562-20f9b35900de,2a0e6fe6-edf5-4d4b-9280-da8335670bbc
Piso en venta en EDUARDO MINGUITO,LOS ROSALES,60,3,EDUARDO MINGUITO,BARAJAS,531,8,177,F,8531c18a-bd3f-416f-a772-712b2aacfcd4,447393be-0a55-4c7e-b293-6cbd8d7d2ea9,fb9caad7-dc7e-49e6-8053-b93f49db03c3,7cad9671-4f4e-4f0c-9d79-f7880dde4f1b
Piso en venta en calle Estefanita,BUTARQUE,133,3,Calle Estefanita,BARAJAS,1135,8,378,D,e02d5335-73e6-46ad-b25e-564acd8d07d5,8221813d-3557-46fa-a4b4-2068978c40b6,1802fefd-05a4-4638-bafd-6a6cfc0c826f,33d90de4-8e0d-4bc0-a0e2-63bd5f857627
Piso en venta en calle Emilia Ballester,SAN ANDRES,85,2,Calle Emilia Ballester,BARAJAS,642,7,321,F,e4786bac-0e99-4513-98ed-01a06f829cc3,34d98ac4-0115-4ed3-9e48-99577c397794,7a2f960b-c132-4f63-b11c-ae6629a15390,9b98bc3a-ef4c-4c2a-a0a8-550460cadd82
Piso en venta en calle La Pícara Molinera esquina C/ El Caserío s/n,LOS ANGELES,59,2,,BARAJAS,797,13,398,,0c07248f-f0d4-49fe-a877-40e2701cc6c4,3d1243b6-8dfc-4291-a996-356721ab5cf7,d3abaa1b-d2a9-4e47-9f79-fc02d63a968e,96a7e540-da62-4cb9-85a3-eb3c96491c47
Piso en venta en calle La Pícara Molinera esquina C/ El Caserío s/n,LOS ANGELES,59,2,,BARAJAS,796,13,398,,2c88a3aa-be0c-4e47-9e32-a42291ee41f1,8d752f7b-a921-47c7-b097-26e70b1b8a91,299157c2-31a3-47f9-b0e5-58bf1372bbc5,c541df11-c6f3-4428-82f8-6e336c9a2ded
Piso en venta en calle La Pícara Molinera esquina C/ El Caserío s/n,LOS ANGELES,58,2,,BARAJAS,800,13,400,,634b4e16-20c0-4a9e-aaa3-eb6d2979c20e,7572548b-cfb2-463e-92ac-ae6dfbcbc42a,cc678b21-daac-4328-b3ab-1f1dbfb7fe62,e48b4b12-919b-4e1a-ae1f-3f6d2d2d1b4f
Piso en venta en calle La Pícara Molinera esquina C/ El Caserío s/n,LOS ANGELES,79,3,,BARAJAS,925,11,308,,711b622f-5767-4550-ac01-f1de8281bb66,8b164fe7-19e6-4c9c-878c-ecea4dd6a9d5,54c37eab-c3f8-4c6c-95f7-8927b1a2a48b,551a36e2-eb5c-4cf3-95b0-dc87ea5ad787
Piso en venta en calle La Pícara Molinera esquina C/ El Caserío s/n,LOS ANGELES,60,2,,BARAJAS,796,13,398,,42477bf5-477c-4678-9276-69c1a7a47572,32c93eaa-05a3-454d-b2be-ec4fa90fc456,05bcb168-906a-4329-bd3e-8b4aa8fd6103,69ee34a6-a2bc-4590-ad4a-3f8bb1439741
"Piso en venta en calle María de Echarri, 11",LOS ROSALES,121,3,Calle María de Echarri 11,BARAJAS,1094,9,364,,06e32156-1311-4143-89a5-a4dc9ec52db0,6390e250-0b45-4bf8-aaff-ac7cbcf49b15,7f6367ac-b28f-403f-ac91-5fb20b8fd237,d4fadfb7-485d-4256-818a-3d7c1bbc9c51
"Piso en venta en calle San Jenaro esquina Calle Alcocer, 1",SAN ANDRES,126,3,Calle San Jenaro esquina Calle Alcocer 1,BARAJAS,1187,9,395,,b66d8b36-67d4-4780-8e7a-4984d8d91dfe,a2390897-7a6f-4033-a1c7-e9c8a97511f7,ba6e1963-b726-4652-8fc9-9f114d7b9567,164e7179-0642-4f83-b952-1f5377e2c8a0
"Piso en venta en calle San Jenaro esquina Calle Alcocer, 1",SAN ANDRES,134,4,Calle San Jenaro esquina Calle Alcocer 1,BARAJAS,1250,9,312,,d6d7ba40-0eab-4f5d-85b9-327fdd344168,4ce94ae7-80ed-49aa-9ca9-c28ef206802c,b7dd30ab-5c75-473e-9608-7fada8d1896e,89b37335-28d6-4e08-b64f-5c4147178b5e
"Piso en venta en calle San Jenaro esquina Calle Alcocer, 1",SAN ANDRES,111,3,Calle San Jenaro esquina Calle Alcocer 1,BARAJAS,1094,9,364,,71547a89-7819-4625-ba2c-516ffd62a533,c6645358-8fe9-4cbf-803d-b2d70be7c87f,e7bc6a7b-ae5c-46fc-bd70-0ff6e1ea7d86,e1d7d664-b7aa-4661-adca-bbe3b2229d01
"Piso en venta en calle San Jenaro esquina Calle Alcocer, 1",SAN ANDRES,122,3,Calle San Jenaro esquina Calle Alcocer 1,BARAJAS,1164,9,388,,331077b6-9158-4ba2-a579-f5fe26a92d15,7aada33b-9db9-44f8-b0a4-b2c353eaa5b6,e765ff79-6b66-4d39-876a-d70010c11e7a,48a59ca6-a114-40f7-ab6d-4a135a389e97
"Piso en venta en calle San Jenaro esquina Calle Alcocer, 1",SAN ANDRES,125,3,Calle San Jenaro esquina Calle Alcocer 1,BARAJAS,1174,9,391,,557d8f4e-c98c-4226-b705-9db35af0551c,d849d399-15a1-4823-b7e3-f0ede6ad250f,56cdf75f-1cdd-4225-9015-fbb62da24cc2,dda08c2c-4346-485c-b734-b955f577b83c
"Piso en venta en calle San Jenaro esquina Calle Alcocer, 1",SAN ANDRES,102,2,Calle San Jenaro esquina Calle Alcocer 1,BARAJAS,1066,10,533,,96e59493-a6d8-4543-a355-b86cc8b6fb00,cab9b6fe-d89f-4144-9bd6-ef56ea9d01cf,0219c2c5-bea0-4fa8-8046-8d51609b4e60,c820d84c-66ca-402d-9767-ef46d8d24393
Piso en venta en villaverde a perales s/n,BUTARQUE,104,3,,BARAJAS,1131,10,377,,a76ac3f0-0497-4f64-8a68-ebd9f8f8ffa4,95145141-e6ff-4dde-9b29-96ebdffb7ff8,4fdfdf67-c55d-4eff-93dd-e4db2fb1a68e,a03483e8-a3f9-41d1-9057-8edfd65679df
